id,name,minplayers,maxplayers,minplaytime,maxplaytime,minage,bayesaverage,complexity,yearpublished
391137,Galactic Cruise,1.0,4.0,90.0,150.0,14.0,7.55668,3.9801,2025
54138,Imperial 2030,2.0,6.0,120.0,180.0,12.0,7.08778,3.4952,2009
284653,Mind MGMT: The Psychic Espionage “Game.”,1.0,5.0,60.0,60.0,13.0,7.17696,2.8981,2021
340466,Unfathomable,3.0,6.0,120.0,240.0,14.0,6.90775,3.1232,2021
127024,Room 25,1.0,6.0,30.0,30.0,13.0,6.35341,1.9304,2013
393325,Captain Flip,2.0,5.0,20.0,20.0,8.0,6.71535,1.2095,2024
171233,The Big Book of Madness,2.0,5.0,60.0,90.0,12.0,6.49182,2.6907,2015
202408,Adrenaline,3.0,5.0,30.0,60.0,12.0,6.58552,2.3789,2016
54625,Space Hulk (Third Edition),2.0,2.0,60.0,60.0,12.0,6.95713,2.7852,2009
3201,Lord of the Rings: The Confrontation,2.0,2.0,30.0,30.0,12.0,6.77016,2.1496,2002
245655,The King's Dilemma,3.0,5.0,45.0,60.0,14.0,7.09496,2.2557,2019
134726,Smash Up: Awesome Level 9000,2.0,2.0,45.0,45.0,12.0,6.70657,2.1243,2013
264241,Mandala,2.0,2.0,20.0,20.0,10.0,6.94318,1.7829,2019
162007,Steampunk Rally,2.0,8.0,45.0,60.0,14.0,6.69873,2.6228,2015
102548,Dungeon Fighter,1.0,6.0,45.0,60.0,14.0,6.41813,1.7601,2011
770,Loot,2.0,8.0,20.0,20.0,10.0,6.07937,1.3776,1992
36932,Claustrophobia,2.0,2.0,45.0,45.0,14.0,6.93708,2.4849,2009
218121,Dice Hospital,1.0,4.0,45.0,90.0,10.0,6.67464,2.3354,2018
191977,The Castles of Burgundy: The Card Game,1.0,4.0,30.0,60.0,12.0,6.57201,2.5872,2016
2593,Pass the Pigs,2.0,10.0,30.0,30.0,8.0,5.45202,1.0671,1977
242639,Treasure Island,2.0,5.0,45.0,45.0,10.0,6.75104,2.2029,2018
27710,Catan Dice Game,1.0,4.0,15.0,30.0,7.0,5.64017,1.2295,2007
192457,Cry Havoc,2.0,4.0,60.0,120.0,10.0,6.64621,3.2972,2016
109276,Kanban: Driver's Edition,2.0,4.0,90.0,120.0,12.0,7.18373,4.3479,2014
112686,Epic Spell Wars of the Battle Wizards: Duel at Mt. Skullzfyre,2.0,6.0,30.0,30.0,15.0,6.09965,1.5702,2012
239464,Palm Island,1.0,2.0,15.0,15.0,10.0,6.62086,1.7529,2018
140933,Blueprints,2.0,4.0,30.0,30.0,14.0,6.44503,1.69,2013
302723,Forgotten Waters,3.0,7.0,120.0,240.0,14.0,7.13058,2.0889,2020
238992,Call to Adventure,1.0,4.0,30.0,60.0,13.0,6.59058,2.0059,2019
436126,Finspan,1.0,5.0,45.0,60.0,10.0,7.05534,2.3098,2025
380607,Great Western Trail: New Zealand,1.0,4.0,75.0,150.0,12.0,7.68382,4.0,2023
213460,Unlock!: Escape Adventures,2.0,6.0,45.0,75.0,10.0,6.84416,2.1215,2017
30539,Get Bit!,2.0,7.0,10.0,20.0,7.0,5.95677,1.1171,2007
337627,Voidfall,1.0,4.0,90.0,240.0,15.0,7.65521,4.6168,2023
200077,Mint Works,1.0,4.0,10.0,20.0,13.0,6.51244,1.7308,2017
228504,Cat Lady,2.0,4.0,15.0,30.0,8.0,6.5564,1.3729,2017
325494,ISS Vanguard,1.0,4.0,90.0,120.0,13.0,7.43129,3.6707,2022
369880,Beer & Bread,2.0,2.0,30.0,45.0,10.0,6.82057,2.3507,2022
213893,Yamataï,2.0,4.0,40.0,80.0,13.0,6.72587,2.963,2017
203416,EXIT: The Game – The Pharaoh's Tomb,1.0,6.0,45.0,90.0,12.0,6.71767,2.7273,2016
201825,Ex Libris,1.0,4.0,45.0,45.0,10.0,6.67193,2.5312,2017
272738,Jaws,2.0,4.0,60.0,60.0,12.0,6.60224,2.1778,2019
194626,Happy Salmon,3.0,8.0,2.0,2.0,6.0,6.32321,1.0584,2016
124172,Tsuro of the Seas,2.0,8.0,20.0,40.0,8.0,6.20914,1.4101,2012
260428,Fall of Rome,1.0,5.0,45.0,60.0,8.0,7.02572,2.5029,2018
301880,Raiders of Scythia,1.0,4.0,60.0,80.0,12.0,7.09134,2.7746,2020
300322,Hallertau,1.0,4.0,50.0,140.0,12.0,7.20396,3.2857,2020
365258,World Wonders,1.0,5.0,50.0,70.0,12.0,7.02402,2.2565,2023
351913,Tiletum,1.0,4.0,60.0,100.0,14.0,7.22136,3.3846,2022
72321,The Networks: Primetime,1.0,5.0,60.0,90.0,13.0,6.70415,2.6029,2016
34585,Keltis,2.0,4.0,30.0,30.0,10.0,6.17441,1.6395,2008
66356,Dungeons & Dragons: Wrath of Ashardalon Board Game,1.0,5.0,60.0,60.0,12.0,6.56767,2.5926,2011
336794,Galaxy Trucker (Second Edition),2.0,4.0,20.0,30.0,8.0,6.89964,2.2636,2021
29387,Zombie Fluxx,2.0,6.0,10.0,40.0,8.0,5.78376,1.4351,2007
139976,Cthulhu Wars,2.0,4.0,90.0,120.0,14.0,7.14953,3.1461,2015
251661,Oathsworn: Into the Deepwood,1.0,4.0,30.0,90.0,14.0,7.72611,3.6958,2022
258210,Blitzkrieg!: World War Two in 20 Minutes,1.0,2.0,20.0,45.0,14.0,6.99943,1.907,2019
177478,IKI,2.0,4.0,60.0,90.0,14.0,7.02474,3.0621,2015
375651,That's Not a Hat,3.0,8.0,15.0,15.0,8.0,6.57943,1.0519,2023
136991,Loony Quest,2.0,5.0,20.0,30.0,8.0,6.49764,1.1854,2015
353288,Trekking Through History,1.0,4.0,30.0,60.0,10.0,6.96249,1.7678,2022
390092,Ticket to Ride Legacy: Legends of the West,2.0,5.0,20.0,90.0,10.0,7.77766,2.5625,2023
230080,Majesty: For the Realm,2.0,4.0,20.0,30.0,7.0,6.53176,1.7166,2017
58281,Summoner Wars,2.0,4.0,30.0,60.0,9.0,6.73544,2.3333,2009
355483,Wandering Towers,1.0,6.0,30.0,30.0,8.0,6.82596,1.5833,2022
420033,Vantage,1.0,6.0,120.0,180.0,14.0,7.36171,2.3232,2025
204135,Skyjo,2.0,8.0,15.0,45.0,8.0,6.27994,1.0526,2015
41916,The Magic Labyrinth,2.0,4.0,20.0,30.0,6.0,6.42403,1.2127,2009
18833,The Lord of the Rings: The Confrontation,2.0,2.0,30.0,30.0,14.0,6.9574,2.1934,2005
71836,Onirim,1.0,2.0,15.0,15.0,8.0,6.31378,1.6517,2010
350316,Wayfarers of the South Tigris,1.0,4.0,60.0,90.0,13.0,7.15263,3.8047,2022
384213,Fromage,1.0,4.0,30.0,45.0,14.0,7.0919,2.372,2024
22141,Cleopatra and the Society of Architects,3.0,5.0,60.0,60.0,10.0,6.43947,2.2813,2006
559,Metro,2.0,6.0,30.0,30.0,8.0,6.1217,1.681,1997
8051,Attika,2.0,4.0,45.0,60.0,10.0,6.57486,2.3663,2003
329500,Unconscious Mind,1.0,4.0,60.0,120.0,12.0,7.19568,4.0174,2024
218417,Aeon's End: War Eternal,1.0,4.0,60.0,60.0,14.0,7.46121,2.9253,2017
193621,Joking Hazard,3.0,10.0,30.0,90.0,18.0,5.9467,1.0297,2016
143986,CV,2.0,4.0,60.0,60.0,10.0,6.26685,1.8423,2013
297030,Tekhenu: Obelisk of the Sun,1.0,4.0,60.0,120.0,14.0,7.0613,4.0678,2020
65781,London,2.0,4.0,90.0,90.0,13.0,6.84606,2.8845,2010
25021,Sekigahara: The Unification of Japan,2.0,2.0,180.0,180.0,14.0,7.30973,2.799,2011
181530,Runebound (Third Edition),2.0,4.0,120.0,180.0,14.0,6.86651,2.7202,2015
91872,Dungeons & Dragons: The Legend of Drizzt Board Game,1.0,5.0,60.0,60.0,12.0,6.64267,2.5915,2011
227072,The Chameleon,3.0,8.0,15.0,15.0,14.0,6.16906,1.0495,2017
163,Balderdash,2.0,6.0,60.0,60.0,12.0,6.16563,1.3915,1984
216734,Dice Throne: Season One,2.0,6.0,20.0,40.0,8.0,6.83532,2.066,2018
176734,The Manhattan Project: Energy Empire,1.0,5.0,60.0,120.0,13.0,7.12009,3.0383,2016
155624,Specter Ops,2.0,5.0,60.0,120.0,9.0,6.69421,2.3889,2015
146439,BattleLore: Second Edition,2.0,2.0,45.0,90.0,14.0,7.04296,2.7346,2013
38054,Snow Tails,2.0,5.0,45.0,60.0,10.0,6.57462,2.0524,2008
223770,Startups,3.0,7.0,20.0,20.0,10.0,6.71357,1.5748,2017
304051,Creature Comforts,1.0,5.0,45.0,45.0,8.0,6.8441,2.3557,2022
174660,New York 1901,2.0,4.0,30.0,60.0,8.0,6.42416,2.0543,2015
233020,Fireball Island: The Curse of Vul-Kar,2.0,4.0,45.0,60.0,7.0,6.33859,1.4522,2018
49,Mamma Mia!,2.0,5.0,30.0,30.0,10.0,6.21275,1.3583,1998
105593,Cheating Moth,3.0,5.0,30.0,30.0,7.0,6.097,1.1611,2011
204305,Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures,1.0,8.0,90.0,90.0,12.0,6.9534,2.2115,2016
15364,Vegas Showdown,3.0,5.0,75.0,75.0,12.0,6.68845,2.3607,2005
156566,Lords of Xidit,3.0,5.0,90.0,90.0,14.0,6.64139,2.6376,2014
137269,Spyrium,2.0,5.0,75.0,75.0,12.0,6.62454,2.9065,2013
50750,Belfort,2.0,5.0,120.0,120.0,12.0,6.72721,3.0455,2011
163166,One Night Ultimate Werewolf: Daybreak,3.0,10.0,10.0,10.0,8.0,6.76396,1.4065,2015
434654,Toy Battle,2.0,2.0,15.0,15.0,8.0,7.1542,1.474,2025
314503,Codex Naturalis,1.0,4.0,20.0,30.0,7.0,6.70539,1.7647,2021
196326,Love Letter: Premium Edition,2.0,8.0,20.0,30.0,8.0,6.87107,1.2937,2016
137408,Amerigo,2.0,4.0,90.0,90.0,10.0,6.90865,2.9721,2013
271601,Feed the Kraken,5.0,11.0,45.0,90.0,12.0,7.08583,2.1772,2022
203427,Fabled Fruit,2.0,5.0,20.0,30.0,8.0,6.57082,1.6111,2016
334986,Daybreak,1.0,4.0,60.0,120.0,10.0,7.05557,2.8667,2023
170561,Valeria: Card Kingdoms,1.0,5.0,30.0,45.0,13.0,6.86334,1.9634,2016
422732,Agent Avenue,2.0,4.0,10.0,20.0,8.0,6.9524,1.2298,2024
293296,Splendor: Marvel,2.0,4.0,30.0,30.0,10.0,6.93552,1.7965,2020
15817,Manila,3.0,5.0,60.0,60.0,10.0,6.56357,2.0363,2005
262215,Blackout: Hong Kong,1.0,4.0,75.0,150.0,14.0,6.86599,3.4603,2018
167400,Ashes Reborn: Rise of the Phoenixborn,2.0,4.0,30.0,120.0,14.0,6.73666,2.9146,2015
33604,Say Anything,3.0,8.0,30.0,30.0,13.0,6.34314,1.0926,2008
193214,Meeple Circus,2.0,5.0,45.0,45.0,8.0,6.58248,1.4052,2017
2955,Mexica,2.0,4.0,90.0,90.0,10.0,6.75356,2.6706,2002
39953,A Game of Thrones: The Card Game,2.0,4.0,60.0,120.0,12.0,6.39501,3.2563,2008
346965,Azul: Queen's Garden,2.0,4.0,45.0,60.0,10.0,6.86122,2.9258,2021
212402,The Grimm Forest,2.0,4.0,45.0,60.0,14.0,6.56391,1.9231,2018
302260,Abandon All Artichokes,2.0,4.0,20.0,20.0,10.0,6.26581,1.2405,2020
226320,My Little Scythe,1.0,6.0,45.0,60.0,8.0,6.70193,2.0296,2018
149155,Dead Man's Draw,2.0,4.0,15.0,15.0,13.0,6.44165,1.3176,2014
219215,Werewords,4.0,10.0,10.0,10.0,8.0,6.64961,1.1474,2017
204472,Sub Terra,1.0,6.0,60.0,60.0,10.0,6.78106,2.131,2017
400366,Wondrous Creatures,1.0,4.0,40.0,80.0,14.0,7.30672,3.0174,2024
134253,Hostage Negotiator,1.0,1.0,15.0,30.0,15.0,6.39491,2.0585,2015
333255,Keep the Heroes Out!,1.0,4.0,40.0,40.0,10.0,7.13568,2.5067,2022
1345,Genoa,2.0,5.0,60.0,120.0,12.0,6.58761,3.0753,2001
42452,Rattus,2.0,4.0,45.0,45.0,10.0,6.41478,2.0621,2010
195314,Herbaceous,1.0,4.0,15.0,20.0,8.0,6.54955,1.2235,2017
134352,Two Rooms and a Boom,6.0,30.0,7.0,20.0,8.0,6.54329,1.4812,2013
230253,Star Realms: Frontiers,1.0,4.0,20.0,45.0,12.0,7.18092,1.8776,2018
1353,Time's Up!,4.0,18.0,90.0,90.0,12.0,6.77752,1.2012,1999
181687,The Pursuit of Happiness,1.0,4.0,60.0,90.0,12.0,6.68228,2.5901,2015
358661,Andromeda's Edge,2.0,4.0,80.0,160.0,14.0,7.41054,3.7459,2024
202426,Sidereal Confluence,4.0,9.0,120.0,180.0,14.0,7.09673,3.5665,2017
256952,Zombie Kidz Evolution,2.0,4.0,15.0,15.0,7.0,6.93725,1.3727,2018
355093,Woodcraft,1.0,4.0,60.0,120.0,12.0,6.97328,3.827,2022
252929,Planet,2.0,4.0,30.0,45.0,8.0,6.29047,1.5827,2018
297562,Kemet: Blood and Sand,2.0,5.0,90.0,180.0,13.0,7.19306,3.1965,2021
343905,Boonlake,1.0,4.0,80.0,160.0,14.0,7.00949,3.8055,2021
181810,Kodama: The Tree Spirits,2.0,5.0,30.0,30.0,14.0,6.30259,1.6414,2016
446497,Hot Streak,2.0,8.0,20.0,20.0,6.0,7.1587,1.1927,2025
198454,When I Dream,4.0,10.0,20.0,40.0,8.0,6.49626,1.1935,2016
387378,MLEM: Space Agency,2.0,5.0,30.0,60.0,8.0,6.665,1.7453,2024
417197,Rebirth,2.0,4.0,45.0,60.0,10.0,7.09668,2.005,2024
276498,Paris: La Cité de la Lumière,2.0,2.0,30.0,30.0,8.0,6.69705,2.0265,2019
29223,Marrakech,2.0,4.0,30.0,30.0,6.0,6.33572,1.3258,2007
10093,Axis & Allies,2.0,5.0,240.0,240.0,12.0,6.24651,3.2206,2004
5716,Balloon Cup,2.0,2.0,30.0,30.0,8.0,6.34127,1.46,2003
47185,Warhammer: Invasion,2.0,2.0,45.0,45.0,13.0,6.67422,2.7379,2009
21050,Combat Commander: Europe,2.0,2.0,60.0,180.0,12.0,7.22908,3.2628,2006
176165,Dale of Merchants,2.0,4.0,30.0,30.0,10.0,6.64472,2.0955,2015
400602,Civolution,1.0,4.0,90.0,180.0,14.0,7.40794,4.2558,2024
244536,Tiny Epic Zombies,1.0,5.0,30.0,45.0,14.0,6.46859,2.4962,2018
44163,Power Grid: Factory Manager,2.0,5.0,60.0,60.0,12.0,6.45357,3.0,2009
293141,King of Tokyo: Dark Edition,2.0,6.0,30.0,30.0,8.0,6.98255,1.6197,2020
12995,Dungeon Twister,2.0,2.0,60.0,60.0,11.0,6.40339,2.8794,2004
121410,Steam Park,2.0,4.0,60.0,60.0,10.0,6.42732,2.1161,2013
108687,Puerto Rico,2.0,5.0,90.0,150.0,13.0,7.48052,3.2239,2011
16395,Blokus Duo,2.0,2.0,10.0,20.0,5.0,6.44004,1.6739,2005
904,Nightmare Productions,2.0,5.0,60.0,60.0,10.0,6.62354,2.0965,2000
199,Manhattan,2.0,4.0,45.0,45.0,10.0,6.37629,1.9258,1994
3699,Killer Bunnies and the Quest for the Magic Carrot,2.0,8.0,45.0,45.0,12.0,5.39345,1.8801,2002
206931,Encore!,1.0,6.0,20.0,20.0,8.0,6.49617,1.1587,2016
17223,World of Warcraft: The Boardgame,2.0,6.0,180.0,180.0,12.0,6.29364,3.5151,2005
328565,Caper: Europe,2.0,2.0,25.0,35.0,10.0,6.99176,2.0929,2022
1382,Winner's Circle,2.0,6.0,45.0,60.0,10.0,6.54659,1.6046,2001
242,Junta,2.0,7.0,240.0,240.0,16.0,6.29495,2.8577,1979
1,Die Macher,3.0,5.0,240.0,240.0,14.0,6.98238,4.3043,1986
121,Dune,2.0,6.0,60.0,180.0,12.0,6.9371,3.4527,1979
218333,Rhino Hero: Super Battle,2.0,4.0,10.0,20.0,5.0,6.69725,1.0957,2017
102104,Star Fluxx,2.0,6.0,10.0,40.0,8.0,5.97894,1.4162,2011
421,1830: Railways & Robber Barons,2.0,7.0,180.0,360.0,14.0,7.18775,4.1653,1986
315767,Cartographers Heroes,1.0,100.0,30.0,45.0,10.0,7.04192,1.9643,2021
39351,Automobile,3.0,5.0,120.0,120.0,12.0,6.80343,3.5232,2009
206941,First Class: All Aboard the Orient Express!,2.0,4.0,40.0,80.0,14.0,6.8523,2.8014,2016
67877,Anomia,3.0,6.0,30.0,30.0,10.0,6.30049,1.0361,2010
40765,Clash of Cultures,2.0,4.0,180.0,240.0,14.0,6.94416,3.6119,2012
251412,On Tour,1.0,8.0,20.0,20.0,7.0,6.42259,1.3964,2019
153065,Linko,2.0,5.0,20.0,20.0,10.0,6.5588,1.3935,2014
256680,Return to Dark Tower,1.0,4.0,100.0,120.0,10.0,7.31981,2.6483,2022
103886,Star Wars: The Card Game,2.0,2.0,30.0,60.0,10.0,6.62582,2.9793,2012
142379,Escape Plan,1.0,5.0,60.0,120.0,12.0,6.88755,3.6775,2019
157809,Nations: The Dice Game,1.0,4.0,20.0,40.0,14.0,6.51148,2.0081,2014
241451,Aeon's End: Legacy,1.0,4.0,45.0,90.0,14.0,7.26753,2.8727,2019
322708,Descent: Legends of the Dark,1.0,4.0,120.0,180.0,14.0,7.01779,2.6914,2021
154246,La Isla,2.0,4.0,30.0,60.0,10.0,6.46523,2.258,2014
144592,Bruxelles 1893,2.0,5.0,50.0,125.0,13.0,6.97469,3.5836,2013
168584,Love Letter: Batman,2.0,4.0,20.0,20.0,10.0,6.72698,1.1884,2015
244331,Blue Lagoon,2.0,4.0,30.0,45.0,8.0,6.70243,2.0353,2018
9446,Blue Moon,2.0,2.0,30.0,30.0,12.0,6.32512,2.1667,2004
233961,Claim,2.0,2.0,25.0,25.0,10.0,6.46045,1.6471,2017
276894,Ticket to Ride: London,2.0,4.0,10.0,15.0,8.0,6.56958,1.3448,2019
187617,Nemo's War (Second Edition),1.0,4.0,60.0,120.0,13.0,7.08308,3.295,2017
157526,Viceroy,1.0,4.0,45.0,60.0,13.0,6.39461,2.6371,2014
244115,Shards of Infinity,2.0,4.0,30.0,30.0,10.0,6.82091,2.0887,2018
152162,Diamonds,2.0,6.0,20.0,30.0,8.0,6.45166,1.5611,2014
198740,Lovecraft Letter,2.0,6.0,5.0,15.0,10.0,6.68018,1.4386,2017
157403,Black Fleet,3.0,4.0,60.0,60.0,14.0,6.53305,1.9381,2014
197443,Fugitive,2.0,2.0,5.0,20.0,10.0,6.64612,1.6364,2017
54137,Battle Sheep,2.0,4.0,15.0,15.0,7.0,6.24871,1.4531,2010
359609,Arkham Horror: The Card Game (Revised Core Set),1.0,4.0,45.0,180.0,14.0,7.57751,3.75,2021
297978,Mariposas,2.0,5.0,45.0,75.0,14.0,6.35269,2.2036,2020
714,Talisman,2.0,6.0,240.0,240.0,9.0,5.99703,2.1777,1983
346501,Mille Fiori,2.0,4.0,60.0,90.0,10.0,6.84995,2.1776,2021
2346,DVONN,2.0,2.0,30.0,30.0,9.0,6.85697,2.6491,2001
8125,Santiago,2.0,5.0,75.0,75.0,10.0,6.69401,2.4797,2003
126792,Myrmes,2.0,4.0,60.0,120.0,13.0,6.72036,3.454,2012
151347,Millennium Blades,2.0,5.0,80.0,120.0,12.0,6.9769,3.6513,2016
254386,Raccoon Tycoon,2.0,5.0,60.0,90.0,8.0,6.67183,2.1569,2018
163745,Star Wars: Armada,2.0,2.0,120.0,120.0,14.0,7.02315,3.1538,2015
331787,Tiny Epic Dungeons,1.0,4.0,30.0,60.0,14.0,6.73854,3.1075,2021
25071,Munchkin Cthulhu,3.0,6.0,90.0,90.0,10.0,5.87935,1.7222,2007
712,Blood Bowl (Third Edition),2.0,2.0,180.0,180.0,12.0,6.89005,2.9896,1994
91,Paths of Glory,2.0,2.0,480.0,480.0,14.0,7.25104,3.8632,1999
301767,Mysterium Park,2.0,6.0,30.0,45.0,10.0,6.51739,1.433,2020
63975,Mountain Goats,2.0,4.0,20.0,20.0,8.0,6.42609,1.2054,2010
148575,Marvel Dice Masters: Avengers vs. X-Men,2.0,2.0,60.0,60.0,14.0,6.5846,2.296,2014
145659,Scoville,2.0,6.0,60.0,90.0,13.0,6.62256,2.7796,2014
316412,The LOOP,1.0,4.0,60.0,60.0,12.0,6.99834,2.788,2020
179172,Unfair,2.0,5.0,50.0,125.0,14.0,6.66429,2.7203,2017
815,Chrononauts,1.0,6.0,30.0,30.0,11.0,5.93135,1.8499,2000
244995,Illusion,2.0,5.0,15.0,15.0,8.0,6.34033,1.0435,2018
172931,Outfoxed!,2.0,4.0,20.0,20.0,5.0,6.60686,1.0987,2014
160069,Ticket to Ride: 10th Anniversary,2.0,5.0,30.0,60.0,8.0,7.3723,1.8879,2014
275467,Letter Jam,2.0,6.0,45.0,45.0,10.0,6.65247,1.9717,2019
205359,Star Wars: Destiny,2.0,2.0,30.0,30.0,10.0,6.76548,2.4455,2016
181521,Warhammer Quest: The Adventure Card Game,1.0,4.0,30.0,60.0,14.0,6.69248,2.7426,2015
217861,Paper Tales,2.0,5.0,30.0,30.0,12.0,6.53956,2.1797,2017
256730,Pipeline,2.0,4.0,60.0,120.0,12.0,6.92163,3.9055,2019
270970,Century: A New World,2.0,4.0,30.0,45.0,8.0,6.71989,2.1101,2019
226522,EXIT: The Game – Dead Man on the Orient Express,1.0,4.0,60.0,120.0,12.0,6.91073,2.6354,2017
5894,Twister,2.0,4.0,10.0,10.0,6.0,4.78771,1.0881,1966
36345,Monty Python Fluxx,2.0,6.0,40.0,40.0,13.0,5.84138,1.3413,2008
58421,Egizia,2.0,4.0,90.0,90.0,12.0,6.81667,2.832,2009
13642,Louis XIV,2.0,4.0,75.0,100.0,12.0,6.5624,3.0081,2005
297129,Jekyll vs. Hyde,2.0,2.0,30.0,30.0,8.0,6.65195,1.8696,2021
65532,Defenders of the Realm,1.0,4.0,90.0,90.0,13.0,6.69759,2.6949,2010
120,Hoity Toity,2.0,5.0,45.0,45.0,12.0,6.19529,1.8623,1990
113997,Tajemnicze Domostwo,2.0,7.0,30.0,60.0,8.0,6.58428,1.8287,2013
193558,The Oracle of Delphi,2.0,4.0,70.0,100.0,12.0,6.75292,3.0067,2016
425549,Moon Colony Bloodbath,1.0,5.0,45.0,90.0,14.0,6.95877,2.1207,2025
364011,Great Western Trail: Argentina,1.0,4.0,75.0,150.0,12.0,7.36769,3.9067,2022
244271,Dice Throne: Season Two – Battle Chest,2.0,6.0,20.0,40.0,8.0,7.17981,2.1705,2018
454103,Magical Athlete,2.0,6.0,30.0,30.0,6.0,7.06529,1.1589,2025
332686,John Company: Second Edition,1.0,6.0,90.0,240.0,13.0,7.3426,4.456,2022
385610,Kutná Hora: The City of Silver,2.0,4.0,60.0,120.0,13.0,7.02527,3.3346,2023
377061,Coffee Rush,2.0,4.0,30.0,30.0,8.0,6.53396,1.7917,2023
217085,Unearth,2.0,4.0,30.0,60.0,8.0,6.36059,1.935,2017
18803,Black Stories,2.0,99.0,20.0,20.0,12.0,5.80076,1.2557,2004
123570,Strike,2.0,5.0,15.0,15.0,8.0,6.51855,1.0227,2012
111341,The Great Zimbabwe,2.0,5.0,90.0,150.0,14.0,7.1348,3.6877,2012
205597,Jump Drive,2.0,4.0,10.0,30.0,13.0,6.53808,2.0154,2017
170624,Crusaders: Thy Will Be Done,2.0,4.0,40.0,60.0,14.0,6.87161,2.4771,2018
140603,Francis Drake,3.0,5.0,90.0,120.0,14.0,6.79816,2.9053,2013
1897,The Starfarers of Catan,3.0,4.0,120.0,120.0,12.0,6.36584,2.5837,1999
179572,Dice City,1.0,4.0,45.0,60.0,14.0,6.32725,2.0168,2015
211534,Bears vs Babies,2.0,5.0,15.0,20.0,7.0,5.32739,1.2377,2017
121297,Fleet,2.0,4.0,30.0,45.0,10.0,6.40592,2.2364,2012
552,Bus,3.0,5.0,120.0,120.0,14.0,7.04068,3.0481,1999
119,Cosmolancer,2.0,4.0,45.0,45.0,9.0,6.32633,1.8467,1994
17053,Sleeping Queens,2.0,5.0,20.0,20.0,8.0,6.10684,1.0556,2005
142326,Eight-Minute Empire: Legends,2.0,4.0,8.0,20.0,13.0,6.47131,1.9619,2013
82168,Escape from the Aliens in Outer Space,2.0,8.0,20.0,45.0,12.0,6.45306,1.9756,2010
334590,For Northwood! A Solo Trick-Taking Game,1.0,1.0,15.0,30.0,12.0,7.04672,1.8403,2021
170771,Sword & Sorcery: Immortal Souls,1.0,5.0,60.0,150.0,13.0,6.96236,4.1233,2017
286751,Zombicide: 2nd Edition,1.0,6.0,60.0,60.0,14.0,7.00421,2.3763,2021
202670,Ticket to Ride: Rails & Sails,2.0,5.0,60.0,120.0,10.0,6.76197,2.4775,2016
221,Ikusa,2.0,5.0,240.0,360.0,12.0,6.49153,2.9511,1986
338834,MicroMacro: Crime City – Full House,1.0,4.0,15.0,45.0,10.0,6.96953,1.1616,2021
5048,Candy Land,2.0,4.0,30.0,30.0,3.0,3.86917,1.1464,1949
143515,Coal Baron,2.0,4.0,60.0,75.0,10.0,6.7106,2.5372,2013
4636,Clans,2.0,4.0,30.0,30.0,10.0,6.24604,2.0274,2002
240196,Betrayal Legacy,3.0,5.0,45.0,90.0,12.0,6.89974,2.9231,2018
2165,Pokémon Trading Card Game,2.0,2.0,20.0,20.0,6.0,6.06997,2.0472,1996
207336,Honshū,2.0,5.0,30.0,30.0,8.0,6.44564,1.9333,2016
248490,Atlantis Rising (Second Edition),1.0,7.0,60.0,120.0,10.0,6.85351,2.4718,2019
235488,Istanbul: The Dice Game,2.0,4.0,20.0,40.0,8.0,6.6168,1.7917,2017
19777,Indonesia,2.0,5.0,180.0,240.0,14.0,7.19291,3.9851,2005
554,La Città,2.0,5.0,120.0,120.0,12.0,6.52672,3.2669,2000
155969,Harbour,1.0,4.0,30.0,60.0,10.0,6.16783,2.0769,2015
271518,Disney Villainous: Wicked to the Core,2.0,3.0,40.0,60.0,10.0,6.76443,2.381,2019
172933,Dragonwood,2.0,4.0,20.0,20.0,8.0,6.16288,1.3516,2015
154809,Nippon,2.0,4.0,60.0,120.0,12.0,6.95778,3.7604,2015
283864,Trails of Tucana,1.0,8.0,15.0,15.0,8.0,6.77249,1.2721,2019
8989,Hansa,2.0,4.0,60.0,60.0,10.0,6.44741,2.3354,2004
28,Illuminati,2.0,6.0,60.0,180.0,12.0,6.09434,2.6538,1987
230914,Carcassonne Big Box 6,2.0,6.0,35.0,35.0,7.0,7.13931,1.951,2017
407297,River Valley Glassworks,1.0,5.0,25.0,45.0,8.0,6.71797,1.49,2024
70512,Luna,1.0,4.0,60.0,100.0,12.0,6.72204,3.3292,2010
300905,Top Ten,4.0,9.0,30.0,30.0,14.0,6.77377,1.0744,2020
230244,Black Angel,1.0,4.0,60.0,120.0,12.0,6.64299,3.8673,2019
943,Ligretto,2.0,4.0,10.0,10.0,8.0,5.92557,1.1672,1988
12962,Reef Encounter,2.0,4.0,60.0,120.0,10.0,6.62042,3.675,2004
231581,AuZtralia,1.0,4.0,30.0,120.0,13.0,6.74415,2.8873,2018
1403,Turn the Tide,3.0,5.0,30.0,30.0,10.0,6.37865,1.5169,1997
87890,Prêt-à-Porter,2.0,4.0,90.0,90.0,10.0,6.69566,3.5629,2010
284189,Foundations of Rome,1.0,5.0,60.0,90.0,13.0,7.20415,2.02,2022
257614,Tussie Mussie,2.0,4.0,20.0,30.0,8.0,6.4434,1.1507,2019
10640,Doom: The Boardgame,2.0,4.0,60.0,90.0,12.0,6.34467,2.91,2004
253499,A War of Whispers,2.0,4.0,30.0,60.0,14.0,6.70308,2.5714,2019
66505,The Speicherstadt,2.0,5.0,45.0,45.0,8.0,6.53662,2.2717,2010
