id,name,minplayers,maxplayers,minplaytime,maxplaytime,minage,bayesaverage,complexity,yearpublished
13,Catan,3.0,4.0,60.0,120.0,10.0,6.90249,2.2816,1995
822,Carcassonne,2.0,5.0,30.0,45.0,7.0,7.29878,1.8846,2000
30549,Pandemic,2.0,4.0,45.0,45.0,8.0,7.40339,2.3939,2008
167791,Terraforming Mars,1.0,5.0,120.0,120.0,12.0,8.18309,3.2728,2016
266192,Wingspan,1.0,5.0,40.0,70.0,10.0,7.84451,2.481,2019
68448,7 Wonders,2.0,7.0,30.0,30.0,10.0,7.54785,2.3142,2010
173346,7 Wonders Duel,2.0,2.0,30.0,30.0,10.0,7.95111,2.2272,2015
230802,Azul,2.0,4.0,30.0,45.0,8.0,7.60511,1.7719,2017
178900,Codenames,2.0,8.0,15.0,15.0,10.0,7.42796,1.2544,2015
9209,Ticket to Ride,2.0,5.0,30.0,60.0,8.0,7.26126,1.8191,2004
36218,Dominion,2.0,4.0,30.0,30.0,13.0,7.47376,2.3443,2008
169786,Scythe,1.0,5.0,115.0,115.0,14.0,7.9433,3.452,2016
148228,Splendor,2.0,4.0,30.0,30.0,10.0,7.29265,1.774,2014
14996,Ticket to Ride: Europe,2.0,5.0,30.0,60.0,8.0,7.3943,1.9149,2005
31260,Agricola,1.0,5.0,30.0,150.0,12.0,7.72382,3.6353,2007
70323,King of Tokyo,2.0,6.0,30.0,30.0,8.0,7.00776,1.484,2011
40692,Small World,2.0,5.0,40.0,80.0,8.0,7.08432,2.3465,2009
3076,Puerto Rico,3.0,5.0,90.0,150.0,12.0,7.75232,3.2665,2002
163412,Patchwork,2.0,2.0,15.0,30.0,8.0,7.47166,1.5966,2014
129622,Love Letter,2.0,4.0,20.0,20.0,10.0,7.12206,1.1846,2012
39856,Dixit,3.0,6.0,30.0,30.0,8.0,7.06467,1.1919,2008
84876,The Castles of Burgundy,2.0,4.0,30.0,90.0,12.0,8.03267,2.9703,2011
2651,Power Grid,2.0,6.0,120.0,120.0,12.0,7.68213,3.2459,2004
199792,Everdell,1.0,4.0,40.0,80.0,10.0,7.80474,2.835,2018
174430,Gloomhaven,1.0,4.0,60.0,120.0,14.0,8.29488,3.919,2017
237182,Root,2.0,4.0,60.0,90.0,14.0,7.88152,3.8391,2018
162886,Spirit Island,1.0,4.0,90.0,120.0,13.0,8.14156,4.0738,2017
342942,Ark Nova,1.0,4.0,90.0,150.0,14.0,8.35328,3.7971,2021
244521,Quacks,2.0,4.0,45.0,45.0,10.0,7.66709,1.9417,2018
110327,Lords of Waterdeep,2.0,5.0,60.0,120.0,12.0,7.58079,2.4481,2012
28143,Race for the Galaxy,2.0,4.0,30.0,60.0,12.0,7.61614,2.9938,2007
224517,Brass: Birmingham,2.0,4.0,60.0,120.0,14.0,8.39303,3.861,2018
316554,Dune: Imperium,1.0,4.0,60.0,120.0,14.0,8.22125,3.0778,2020
54043,Jaipur,2.0,2.0,30.0,30.0,10.0,7.3613,1.4628,2009
161936,Pandemic Legacy: Season 1,2.0,4.0,60.0,60.0,13.0,8.34473,2.828,2015
312484,Lost Ruins of Arnak,1.0,4.0,30.0,120.0,12.0,7.91627,2.9324,2020
478,Citadels,2.0,8.0,20.0,60.0,10.0,6.92915,2.0466,2000
34635,Stone Age,2.0,4.0,60.0,90.0,10.0,7.37948,2.4558,2008
295947,Cascadia,1.0,4.0,30.0,45.0,10.0,7.7339,1.8417,2021
183394,Viticulture Essential Edition,1.0,6.0,45.0,90.0,13.0,7.80461,2.9028,2015
65244,Forbidden Island,2.0,4.0,30.0,30.0,10.0,6.63991,1.7399,2010
1927,Munchkin,3.0,6.0,60.0,120.0,10.0,5.69275,1.818,2001
204583,Kingdomino,2.0,4.0,15.0,25.0,8.0,7.16903,1.2397,2016
98778,Hanabi,2.0,5.0,25.0,25.0,8.0,6.92009,1.6933,2010
133473,Sushi Go!,2.0,5.0,15.0,15.0,8.0,6.86832,1.164,2013
131357,Coup,2.0,6.0,15.0,15.0,13.0,6.83189,1.4153,2012
12333,Twilight Struggle,2.0,2.0,120.0,180.0,13.0,8.03896,3.6152,2005
170216,Blood Rage,2.0,4.0,60.0,90.0,14.0,7.72049,2.8833,2015
11,Bohnanza,2.0,7.0,45.0,45.0,12.0,6.96123,1.6672,1997
120677,Terra Mystica,2.0,5.0,60.0,150.0,12.0,7.85831,3.9725,2012
50,Lost Cities,2.0,2.0,30.0,30.0,10.0,7.15326,1.4742,1999
10547,Betrayal at House on the Hill,3.0,6.0,60.0,60.0,12.0,6.78508,2.3978,2004
181304,Mysterium,2.0,7.0,42.0,42.0,10.0,7.04849,1.8896,2015
150376,Dead of Winter: A Crossroads Game,2.0,5.0,60.0,120.0,13.0,7.26972,3.0149,2014
284083,The Crew: The Quest for Planet Nine,2.0,5.0,20.0,20.0,10.0,7.61499,1.9682,2019
70919,Takenoko,2.0,4.0,45.0,45.0,8.0,7.05643,1.9743,2011
147020,Star Realms,2.0,2.0,20.0,20.0,12.0,7.39871,1.9139,2014
199561,Sagrada,1.0,4.0,30.0,45.0,14.0,7.32513,1.9194,2017
205637,Arkham Horror: The Card Game,1.0,2.0,60.0,120.0,14.0,7.889,3.5652,2016
201808,Clank!: A Deck-Building Adventure,2.0,4.0,30.0,60.0,12.0,7.59393,2.2318,2016
121921,Robinson Crusoe: Adventures on the Cursed Island,1.0,4.0,60.0,120.0,14.0,7.54466,3.8273,2012
124361,Concordia,2.0,5.0,100.0,100.0,13.0,7.92522,2.9871,2013
157354,Five Tribes: The Djinns of Naqala,2.0,4.0,40.0,80.0,13.0,7.60743,2.8374,2014
193738,Great Western Trail,2.0,4.0,75.0,150.0,12.0,7.97247,3.695,2016
463,Magic: The Gathering,2.0,6.0,20.0,20.0,13.0,7.41223,3.2837,1993
41114,The Resistance,5.0,10.0,30.0,30.0,13.0,7.03894,1.5915,2009
126163,Tzolk'in: The Mayan Calendar,2.0,4.0,90.0,90.0,13.0,7.682,3.6629,2012
194655,Santorini,2.0,4.0,20.0,20.0,8.0,7.18937,1.72,2016
172225,Exploding Kittens,2.0,5.0,15.0,15.0,7.0,5.88614,1.08,2015
366013,Heat: Pedal to the Metal,1.0,6.0,30.0,60.0,10.0,7.79418,2.2009,2022
291457,Gloomhaven: Jaws of the Lion,1.0,4.0,30.0,120.0,14.0,8.09511,3.6395,2020
2655,Hive,2.0,2.0,20.0,20.0,9.0,7.16632,2.3137,2001
15987,Arkham Horror,1.0,8.0,120.0,240.0,14.0,7.01879,3.5854,2005
205059,Mansions of Madness: Second Edition,1.0,5.0,120.0,180.0,14.0,7.6757,2.6929,2016
192291,Sushi Go Party!,2.0,8.0,20.0,20.0,8.0,7.21666,1.3249,2016
1406,Monopoly,2.0,8.0,60.0,180.0,8.0,4.29382,1.6182,1935
146021,Eldritch Horror,1.0,8.0,120.0,240.0,14.0,7.49177,3.3167,2013
181,Risk,2.0,6.0,120.0,120.0,10.0,5.47015,2.0609,1959
157969,Sheriff of Nottingham,3.0,5.0,60.0,60.0,14.0,6.9068,1.6596,2014
37111,Battlestar Galactica: The Board Game,3.0,6.0,120.0,180.0,14.0,7.52646,3.2513,2008
167355,Nemesis,1.0,5.0,90.0,180.0,12.0,7.94922,3.4889,2018
244992,The Mind,2.0,4.0,20.0,20.0,8.0,6.59122,1.0741,2018
102794,Caverna: The Cave Farmers,1.0,7.0,30.0,210.0,12.0,7.72957,3.7769,2013
103343,A Game of Thrones: The Board Game (Second Edition),3.0,6.0,120.0,240.0,14.0,7.30097,3.7351,2011
128882,The Resistance: Avalon,5.0,10.0,30.0,30.0,13.0,7.3007,1.7399,2012
9220,Saboteur,3.0,10.0,30.0,30.0,8.0,6.41037,1.317,2004
187645,Star Wars: Rebellion,2.0,4.0,180.0,240.0,14.0,8.16785,3.7537,2016
263918,Cartographers,1.0,100.0,30.0,45.0,10.0,7.3878,1.8897,2019
143884,Machi Koro,2.0,4.0,30.0,30.0,10.0,6.47332,1.5195,2012
31481,Galaxy Trucker,2.0,4.0,60.0,60.0,10.0,7.18196,2.3283,2007
164928,Orléans,2.0,5.0,90.0,90.0,12.0,7.85942,3.0124,2014
6249,Alhambra,2.0,6.0,45.0,60.0,8.0,6.90684,2.0973,2003
158899,Colt Express,2.0,6.0,40.0,40.0,10.0,6.95274,1.8347,2014
320,Scrabble,2.0,4.0,90.0,90.0,10.0,6.15098,2.0521,1948
254640,Just One,3.0,7.0,20.0,60.0,8.0,7.43728,1.0334,2018
96848,Mage Knight Board Game,1.0,4.0,60.0,240.0,14.0,7.83667,4.3776,2011
39463,Cosmic Encounter,3.0,5.0,60.0,120.0,12.0,7.31441,2.5819,2008
182028,Through the Ages: A New Story of Civilization,2.0,4.0,120.0,120.0,14.0,8.01036,4.4427,2015
233867,Welcome To...,1.0,100.0,25.0,25.0,10.0,7.34883,1.8427,2018
3955,BANG!,4.0,7.0,20.0,40.0,8.0,6.32131,1.6331,2002
188834,Secret Hitler,5.0,10.0,45.0,45.0,13.0,7.24913,1.7418,2016
40834,Dominion: Intrigue,2.0,6.0,30.0,30.0,13.0,7.50075,2.4112,2009
172,For Sale,3.0,6.0,30.0,30.0,10.0,7.1401,1.2496,1997
2223,UNO,2.0,10.0,30.0,30.0,6.0,5.35357,1.0998,1971
35677,Le Havre,1.0,5.0,30.0,150.0,12.0,7.65663,3.7079,2008
148949,Istanbul,2.0,5.0,40.0,60.0,10.0,7.37111,2.584,2014
132531,Roll for the Galaxy,2.0,5.0,45.0,45.0,13.0,7.40231,2.7845,2014
177736,A Feast for Odin,1.0,4.0,30.0,120.0,12.0,7.94052,3.8688,2016
93,El Grande,2.0,5.0,60.0,120.0,12.0,7.59162,2.9329,1995
217372,The Quest for El Dorado,2.0,4.0,30.0,60.0,10.0,7.53759,1.9419,2017
136063,Forbidden Desert,2.0,5.0,45.0,45.0,10.0,6.90975,2.0412,2013
432,Take 5,2.0,10.0,45.0,45.0,8.0,6.85866,1.189,1994
236457,Architects of the West Kingdom,1.0,5.0,60.0,80.0,12.0,7.51066,2.7642,2018
373106,Sky Team,2.0,2.0,20.0,20.0,10.0,7.88961,2.0419,2023
12,Ra,2.0,5.0,45.0,60.0,12.0,7.55492,2.3048,1999
10630,Memoir '44,2.0,4.0,30.0,45.0,8.0,7.32951,2.2728,2004
220308,Gaia Project,1.0,4.0,60.0,150.0,12.0,8.08844,4.4022,2017
124742,Android: Netrunner,2.0,2.0,45.0,45.0,14.0,7.65188,3.4151,2012
147949,One Night Ultimate Werewolf,3.0,10.0,10.0,10.0,8.0,6.85445,1.3831,2014
266524,Parks,1.0,5.0,30.0,60.0,10.0,7.39387,2.1296,2019
50381,Cards Against Humanity,4.0,30.0,30.0,30.0,17.0,5.53241,1.1721,2009
12942,No Thanks!,3.0,7.0,20.0,20.0,8.0,6.95387,1.1296,2004
16992,Tsuro,2.0,8.0,15.0,20.0,8.0,6.53326,1.2179,2005
414317,Harmonies,1.0,4.0,30.0,45.0,10.0,7.75707,2.0086,2024
42,Tigris & Euphrates,2.0,4.0,60.0,120.0,14.0,7.5061,3.4771,1997
18602,Caylus,2.0,5.0,60.0,150.0,12.0,7.48984,3.7901,2005
2453,Blokus,2.0,4.0,30.0,30.0,7.0,6.70792,1.7298,2000
153938,Camel Up,2.0,8.0,20.0,30.0,8.0,6.8756,1.502,2014
72125,Eclipse: New Dawn for the Galaxy,2.0,6.0,60.0,180.0,14.0,7.58552,3.7061,2011
123540,Tokaido,1.0,5.0,45.0,45.0,8.0,6.73829,1.7415,2012
146508,T.I.M.E Stories,2.0,4.0,90.0,90.0,12.0,7.13751,2.5855,2015
92415,Skull,3.0,6.0,15.0,45.0,10.0,7.00919,1.1132,2011
233078,Twilight Imperium: Fourth Edition,3.0,6.0,240.0,480.0,14.0,8.21812,4.3555,2017
15062,Shadows over Camelot,3.0,7.0,60.0,90.0,10.0,6.92543,2.5688,2005
291453,SCOUT,2.0,5.0,20.0,20.0,9.0,7.57947,1.3836,2019
122522,Smash Up,2.0,4.0,45.0,45.0,12.0,6.50787,2.0636,2012
244522,That's Pretty Clever!,1.0,4.0,30.0,30.0,8.0,7.35986,1.8497,2018
2653,Survive: Escape from Atlantis!,2.0,4.0,45.0,60.0,8.0,7.10923,1.693,1982
285774,Marvel Champions: The Card Game,1.0,4.0,45.0,90.0,14.0,7.78615,2.9614,2019
155426,Castles of Mad King Ludwig,1.0,4.0,90.0,90.0,13.0,7.30508,2.6468,2014
209685,Century: Spice Road,2.0,5.0,30.0,45.0,8.0,7.10343,1.7994,2017
225694,Decrypto,3.0,8.0,15.0,45.0,12.0,7.5487,1.8272,2018
28720,Brass: Lancashire,2.0,4.0,60.0,120.0,14.0,7.9599,3.844,2007
176494,Isle of Skye: From Chieftain to King,2.0,5.0,30.0,50.0,8.0,7.21161,2.259,2015
118048,Targi,2.0,2.0,60.0,60.0,12.0,7.40092,2.3428,2012
224037,Codenames: Duet,2.0,2.0,15.0,30.0,11.0,7.23244,1.3606,2017
123260,Suburbia,1.0,4.0,60.0,90.0,8.0,7.27599,2.7559,2012
108745,Seasons,2.0,4.0,60.0,60.0,14.0,7.14255,2.7849,2012
170042,Raiders of the North Sea,2.0,4.0,60.0,80.0,12.0,7.49922,2.5724,2015
143741,BANG! The Dice Game,3.0,8.0,15.0,15.0,8.0,6.71794,1.2782,2013
171623,The Voyages of Marco Polo,2.0,4.0,40.0,100.0,12.0,7.54187,3.1785,2015
100423,Elder Sign,1.0,8.0,90.0,90.0,13.0,6.77423,2.3431,2011
104162,Descent: Journeys in the Dark (Second Edition),1.0,5.0,120.0,120.0,14.0,7.3154,3.216,2012
164153,Star Wars: Imperial Assault,2.0,5.0,60.0,120.0,14.0,7.64731,3.3002,2014
218603,Photosynthesis,2.0,4.0,30.0,60.0,10.0,6.76112,2.2669,2017
262712,Res Arcana,2.0,4.0,30.0,60.0,12.0,7.3878,2.655,2019
324856,The Crew: Mission Deep Sea,2.0,5.0,20.0,20.0,10.0,7.80464,2.0495,2021
103885,Star Wars: X-Wing Miniatures Game,2.0,2.0,30.0,45.0,14.0,7.35972,2.4953,2012
118,Modern Art,3.0,5.0,45.0,45.0,10.0,7.33145,2.2774,1992
154203,Imperial Settlers,1.0,4.0,45.0,90.0,10.0,7.0907,2.7756,2014
100901,Flash Point: Fire Rescue,2.0,6.0,45.0,45.0,10.0,6.96513,2.1974,2011
281259,The Isle of Cats,1.0,4.0,60.0,90.0,8.0,7.3654,2.3592,2019
156129,Deception: Murder in Hong Kong,4.0,12.0,20.0,20.0,14.0,7.2146,1.5912,2014
198773,Codenames: Pictures,2.0,8.0,15.0,15.0,10.0,6.99698,1.2364,2016
115746,War of the Ring: Second Edition,2.0,4.0,150.0,240.0,13.0,8.20122,4.2275,2011
182874,Grand Austria Hotel,2.0,4.0,60.0,120.0,12.0,7.71473,3.1969,2015
77423,The Lord of the Rings: The Card Game,1.0,2.0,30.0,60.0,13.0,7.38359,3.2197,2011
73439,Troyes,1.0,4.0,90.0,90.0,12.0,7.48796,3.3725,2010
160477,Onitama,2.0,2.0,15.0,20.0,10.0,7.13745,1.659,2014
239188,Chronicles of Crime,1.0,4.0,60.0,90.0,12.0,7.14906,2.0614,2018
107529,Kingdom Builder,2.0,4.0,45.0,45.0,8.0,6.78006,2.071,2011
122515,Keyflower,2.0,6.0,90.0,120.0,12.0,7.49924,3.3327,2012
194594,Dice Forge,2.0,4.0,45.0,45.0,10.0,7.0055,1.9725,2017
161970,Alchemists,2.0,4.0,120.0,120.0,12.0,7.39485,3.9248,2014
18,RoboRally,2.0,8.0,45.0,120.0,12.0,6.87248,2.4284,1994
104006,Village,2.0,4.0,60.0,90.0,12.0,7.2826,3.0604,2011
8217,San Juan,2.0,4.0,45.0,60.0,10.0,7.05181,2.2839,2004
15512,Diamant,3.0,8.0,20.0,40.0,8.0,6.7104,1.1132,2005
191189,Aeon's End,1.0,4.0,60.0,60.0,14.0,7.57818,2.8019,2016
209778,Magic Maze,1.0,8.0,15.0,15.0,8.0,6.77535,1.7494,2017
140934,Arboretum,2.0,4.0,30.0,30.0,8.0,7.05859,2.111,2015
171131,Captain Sonar,2.0,8.0,45.0,60.0,14.0,7.28549,2.2051,2016
283155,Calico,1.0,4.0,30.0,45.0,10.0,7.24252,2.1978,2020
242302,Space Base,2.0,5.0,60.0,60.0,14.0,7.32251,2.1312,2018
129437,Legendary: A Marvel Deck Building Game,1.0,5.0,30.0,60.0,14.0,7.22318,2.4342,2012
274960,Point Salad,2.0,6.0,15.0,30.0,10.0,6.91345,1.1518,2019
205896,Rising Sun,3.0,5.0,90.0,120.0,14.0,7.44886,3.2993,2018
271324,It's a Wonderful World,1.0,5.0,45.0,45.0,14.0,7.38464,2.3258,2019
420087,Flip 7,3.0,18.0,20.0,20.0,8.0,6.98886,1.0318,2024
175914,Food Chain Magnate,2.0,5.0,120.0,240.0,14.0,7.77485,4.1852,2015
43570,Friday,1.0,1.0,25.0,25.0,13.0,6.92666,2.1576,2011
371942,The White Castle,1.0,4.0,80.0,80.0,12.0,7.68867,3.06,2023
155821,Inis,2.0,4.0,60.0,90.0,14.0,7.53005,2.9433,2016
247763,Underwater Cities,1.0,4.0,80.0,150.0,12.0,7.77449,3.5891,2018
367220,Sea Salt & Paper,2.0,4.0,30.0,45.0,8.0,7.26832,1.477,2022
92828,Dixit: Odyssey,3.0,12.0,30.0,30.0,8.0,7.14325,1.1603,2011
286096,Tapestry,1.0,5.0,90.0,120.0,12.0,7.20625,2.9738,2019
256382,Disney Villainous: The Worst Takes it All,2.0,6.0,45.0,120.0,10.0,6.6764,2.4778,2018
216132,Clans of Caledonia,1.0,4.0,30.0,120.0,12.0,7.67828,3.4675,2017
2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1.0,8.0,60.0,120.0,13.0,7.36051,2.6652,1981
54998,Cyclades,2.0,5.0,60.0,90.0,13.0,7.24184,2.8172,2009
5782,Coloretto,2.0,5.0,30.0,30.0,8.0,6.82078,1.27,2003
8203,"Hey, That's My Fish!",2.0,4.0,20.0,20.0,8.0,6.57095,1.4447,2003
169426,Roll Player,1.0,4.0,60.0,90.0,10.0,7.20544,2.42,2016
1294,Clue,2.0,6.0,45.0,45.0,8.0,5.57315,1.6419,1949
265736,Tiny Towns,1.0,6.0,45.0,60.0,14.0,6.97935,2.0628,2019
166384,Spyfall,3.0,8.0,15.0,15.0,13.0,6.59538,1.2298,2014
62219,Dominant Species,2.0,6.0,120.0,240.0,14.0,7.55189,4.044,2010
116,Guillotine,2.0,5.0,30.0,30.0,12.0,6.38929,1.2685,1998
28023,Jamaica,2.0,6.0,30.0,60.0,8.0,6.87532,1.662,2007
63268,Spot it!,2.0,8.0,15.0,15.0,6.0,6.35854,1.0375,2009
25669,Qwirkle,2.0,4.0,45.0,45.0,6.0,6.61231,1.5809,2006
163967,Tiny Epic Galaxies,1.0,5.0,30.0,45.0,14.0,7.09499,2.1541,2015
147151,Concept,4.0,12.0,40.0,40.0,10.0,6.58244,1.3754,2013
5,Acquire,2.0,6.0,90.0,90.0,12.0,7.12846,2.4883,1963
229853,Teotihuacan: City of Gods,1.0,4.0,90.0,120.0,14.0,7.56271,3.7811,2018
180974,Potion Explosion,2.0,4.0,30.0,45.0,8.0,6.92302,1.7829,2015
811,Rummikub,2.0,4.0,60.0,60.0,8.0,6.33577,1.7062,1950
199042,Harry Potter: Hogwarts Battle,2.0,4.0,30.0,60.0,11.0,7.04844,2.0869,2016
37046,Ghost Stories,1.0,4.0,60.0,60.0,12.0,7.03949,2.9053,2008
251247,Barrage,1.0,4.0,90.0,180.0,14.0,7.837,4.1151,2019
41,Can't Stop,2.0,4.0,30.0,30.0,9.0,6.79,1.1427,1980
391163,Forest Shuffle,2.0,5.0,40.0,60.0,10.0,7.45611,2.2134,2023
185343,Anachrony,1.0,4.0,30.0,120.0,15.0,7.73104,3.9975,2017
336986,Flamecraft,1.0,5.0,60.0,60.0,10.0,7.09024,2.1871,2022
54,Tikal,2.0,4.0,90.0,90.0,10.0,7.10716,2.7776,1999
158600,Hanamikoji,2.0,2.0,15.0,15.0,10.0,7.22229,1.6731,2013
350184,Earth,1.0,5.0,45.0,90.0,13.0,7.35493,2.9106,2023
200680,Agricola (Revised Edition),1.0,4.0,30.0,120.0,12.0,7.64893,3.4498,2016
328871,Terraforming Mars: Ares Expedition,1.0,4.0,45.0,60.0,14.0,7.37012,2.9225,2021
169654,Deep Sea Adventure,2.0,6.0,30.0,30.0,8.0,6.68841,1.1843,2014
219513,Bärenpark,2.0,4.0,30.0,45.0,8.0,7.06787,1.657,2017
21790,Thurn and Taxis,2.0,4.0,60.0,60.0,10.0,6.90833,2.2562,2006
127398,Legends of Andor,2.0,4.0,60.0,90.0,10.0,6.85542,2.7663,2012
46213,Telestrations,4.0,8.0,30.0,30.0,12.0,7.14562,1.0697,2009
37904,Formula D,2.0,10.0,60.0,60.0,8.0,6.78445,1.9643,2008
266810,Paladins of the West Kingdom,1.0,4.0,90.0,120.0,12.0,7.65883,3.7095,2019
124708,Mice and Mystics,1.0,4.0,60.0,90.0,7.0,6.9497,2.7355,2012
63888,Innovation,2.0,5.0,20.0,60.0,12.0,7.11042,2.7804,2010
421006,The Lord of the Rings: Duel for Middle-earth,2.0,2.0,30.0,30.0,10.0,7.98705,2.0713,2024
418059,SETI: Search for Extraterrestrial Intelligence,1.0,4.0,40.0,160.0,14.0,8.03708,3.8291,2024
27162,Kingsburg,2.0,5.0,90.0,90.0,13.0,6.96114,2.4209,2007
127023,Kemet,2.0,5.0,90.0,120.0,13.0,7.36159,3.004,2012
282524,Horrified,1.0,5.0,60.0,60.0,10.0,7.29252,2.0197,2019
198994,Hero Realms,2.0,4.0,20.0,20.0,12.0,7.19641,1.8435,2016
74,Apples to Apples,4.0,10.0,20.0,30.0,12.0,5.62743,1.1525,1999
199478,Flamme Rouge,2.0,4.0,30.0,45.0,8.0,7.2162,1.7021,2016
318977,MicroMacro: Crime City,1.0,4.0,15.0,45.0,12.0,7.21251,1.1007,2020
25613,Through the Ages: A Story of Civilization,2.0,4.0,120.0,120.0,12.0,7.54651,4.1784,2006
113924,Zombicide,1.0,6.0,60.0,60.0,14.0,6.79508,2.5319,2012
364073,Splendor Duel,2.0,2.0,30.0,30.0,10.0,7.55909,2.0283,2022
12493,Twilight Imperium: Third Edition,3.0,6.0,180.0,240.0,14.0,7.45867,4.2594,2005
287954,Azul: Summer Pavilion,2.0,4.0,30.0,45.0,8.0,7.2956,2.076,2019
62871,Zombie Dice,2.0,99.0,10.0,20.0,10.0,6.07777,1.0923,2010
156009,Port Royal,2.0,5.0,20.0,50.0,8.0,6.8889,1.6332,2014
21763,Mr. Jack,2.0,2.0,30.0,30.0,9.0,6.76597,2.1717,2006
144733,Russian Railroads,2.0,4.0,120.0,120.0,13.0,7.45732,3.3961,2013
102680,Trajan,2.0,4.0,60.0,120.0,12.0,7.46379,3.6256,2011
397598,Dune: Imperium – Uprising,1.0,6.0,60.0,120.0,13.0,8.24574,3.522,2023
258,Fluxx,2.0,6.0,5.0,30.0,8.0,5.55956,1.3878,1997
172287,Champions of Midgard,2.0,4.0,60.0,90.0,10.0,7.41403,2.6195,2015
276025,Maracaibo,1.0,4.0,30.0,120.0,12.0,7.63017,3.9166,2019
262543,Wavelength,2.0,12.0,30.0,45.0,14.0,6.97227,1.1065,2019
269385,The Lord of the Rings: Journeys in Middle-Earth,1.0,5.0,60.0,120.0,14.0,7.48131,2.6978,2019
385761,Faraway,2.0,6.0,15.0,30.0,10.0,7.2669,1.9353,2023
24480,The Pillars of the Earth,2.0,4.0,90.0,120.0,12.0,7.02976,2.8137,2006
223040,Fantasy Realms,2.0,6.0,20.0,20.0,14.0,7.23954,1.8124,2017
34219,Biblios,2.0,4.0,30.0,30.0,10.0,6.98641,1.6924,2007
209010,Mechs vs. Minions,2.0,4.0,60.0,120.0,14.0,7.62229,2.4503,2016
221965,The Fox in the Forest,2.0,2.0,30.0,30.0,10.0,6.85244,1.6136,2017
221107,Pandemic Legacy: Season 2,2.0,4.0,60.0,60.0,14.0,7.68782,3.2464,2017
760,Battle Line,2.0,2.0,30.0,30.0,12.0,7.16834,1.8881,2000
231733,Obsession,1.0,4.0,30.0,90.0,14.0,7.71971,3.116,2018
131835,Boss Monster: The Dungeon Building Card Game,2.0,4.0,30.0,30.0,13.0,6.07902,1.8482,2013
438,Scotland Yard,2.0,6.0,45.0,45.0,10.0,6.34316,1.9442,1983
341169,Great Western Trail: Second Edition,1.0,4.0,75.0,150.0,12.0,7.90451,3.7021,2021
155703,Evolution,2.0,6.0,60.0,60.0,12.0,6.78033,2.4297,2014
9674,Ingenious,1.0,4.0,30.0,45.0,8.0,6.88506,1.9049,2004
260605,Camel Up (Second Edition),3.0,8.0,30.0,45.0,8.0,7.24906,1.5115,2018
256960,Pax Pamir: Second Edition,1.0,5.0,45.0,120.0,13.0,7.7664,3.8424,2019
2243,Yahtzee,2.0,10.0,30.0,30.0,6.0,5.49931,1.174,1956
317985,Beyond the Sun,2.0,4.0,60.0,120.0,14.0,7.55705,3.1562,2020
113294,Escape: The Curse of the Temple,1.0,5.0,10.0,10.0,8.0,6.75036,1.4781,2012
359871,Arcs,2.0,4.0,60.0,120.0,14.0,7.5974,3.4463,2024
1917,Stratego,2.0,2.0,45.0,45.0,8.0,6.01342,1.8473,1946
246900,Eclipse: Second Dawn for the Galaxy,2.0,6.0,60.0,200.0,14.0,7.95956,3.6667,2020
2452,Jenga,1.0,8.0,20.0,20.0,6.0,5.58242,1.1002,1983
176189,Zombicide: Black Plague,1.0,6.0,60.0,180.0,14.0,7.21487,2.4739,2015
161417,Red7,2.0,4.0,5.0,30.0,9.0,6.67227,1.7016,2014
205398,Citadels,2.0,8.0,30.0,60.0,10.0,6.94297,2.0452,2016
43015,Hansa Teutonica,2.0,5.0,45.0,90.0,12.0,7.47378,3.0889,2009
160499,King of New York,2.0,6.0,40.0,40.0,10.0,6.6525,1.869,2014
43443,Castle Panic,1.0,6.0,30.0,60.0,8.0,6.46264,1.6574,2009
246784,Cryptid,3.0,5.0,30.0,50.0,10.0,7.16145,2.255,2018
221194,Dinosaur Island,1.0,4.0,90.0,120.0,8.0,7.22425,3.0448,2017
3,Samurai,2.0,4.0,30.0,60.0,10.0,7.22097,2.4406,1998
192135,Too Many Bones,1.0,4.0,60.0,120.0,12.0,7.85331,3.8696,2017
269207,The Taverns of Tiefenthal,2.0,4.0,60.0,60.0,12.0,7.27698,2.6887,2019
172818,Above and Below,2.0,4.0,90.0,90.0,13.0,7.06674,2.5129,2015
59959,Letters from Whitechapel,2.0,6.0,90.0,90.0,14.0,7.05765,2.6398,2011
253344,Cthulhu: Death May Die,1.0,5.0,90.0,120.0,14.0,7.76222,2.492,2019
264055,Draftosaurus,2.0,5.0,15.0,15.0,8.0,6.85618,1.2417,2019
191862,Imhotep,2.0,4.0,40.0,40.0,10.0,6.89718,2.0163,2016
215,Tichu,3.0,10.0,30.0,90.0,10.0,7.27409,2.3454,1991
155987,Abyss,2.0,4.0,30.0,60.0,14.0,7.05684,2.3194,2014
220,High Society,3.0,5.0,15.0,30.0,10.0,6.97379,1.4803,1995
140620,Lewis & Clark: The Expedition,1.0,5.0,120.0,120.0,14.0,7.16705,3.3178,2013
503,Through the Desert,2.0,5.0,45.0,45.0,10.0,6.9724,2.1618,1998
125153,The Gallerist,1.0,4.0,60.0,150.0,13.0,7.65345,4.2076,2015
9217,Saint Petersburg,2.0,4.0,45.0,60.0,10.0,7.01678,2.4322,2004
38453,Space Alert,1.0,5.0,30.0,30.0,12.0,7.10726,2.9699,2008
12692,Gloom,2.0,5.0,60.0,60.0,13.0,6.13971,1.6282,2005
11971,Cockroach Poker,2.0,6.0,20.0,20.0,8.0,6.60391,1.0967,2004
